INN,market_level,market,peer_count_roster,n_atc4,n_atc3
TINIDAZOLUM,ATC4,J01X D Imidazole derivatives,3,1,1
TINIDAZOLUM+TIOCONAZOLUM,ATC4,G01A F Imidazole derivatives,13,1,1
TIOCONAZOLUM,ATC4,D01A C Imidazole and triazole derivatives,14,1,1
TIOGUANINUM,ATC4,L01B B Purine analogues,4,1,1
TIOTROPIUM BROMIDE,ATC3,"R03B OTHER ANTI-ASTHMATICS, INHALANTS",5,1,1
TIPIRACILUM+TRIFLURIDINUM,ATC4,L01B C Pyrimidine analogues,7,1,1
TIZANIDINUM,ATC4,M03B X Other centrally acting agents,7,1,1
TOBRAMYCINUM,Excluded,multiple_ATC3,0,2,2
TOCILIZUMAB,ATC4,L04A C Interleukin inhibitors,4,1,1
TOCOPHEROLI ACETAS*,ATC4,A11H A Other plain vitamin preparations,5,1,1
TOFACITINIBUM,ATC4,L04A A Selective immunosuppressants,10,1,1
TOLPERISONUM,ATC4,M03B X Other centrally acting agents,7,1,1
TOLTERODINUM,ATC4,G04B D Drugs for urinary frequency and incontinence,5,1,1
TOPIRAMATUM,ATC4,N03A X Other antiepileptics,5,1,1
TOPOTECAN,ATC3,L01C PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,8,1,1
TORASEMIDUM,ATC3,C03C HIGH-CEILING DIURETICS,3,1,1
TOREMIFENUM,ATC4,L02B A Anti-estrogens,3,1,1
TRAMADOLUM,ATC3,N02A OPIOIDS,11,1,1
TRAMAZOLINUM,ATC4,"R01A A Sympathomimetics, plain",5,1,1
TRAMETINIBUM,ATC3,L01E PROTEIN KINASE INHIBITORS,26,1,1
TRANDOLAPRILUM+VERAPAMILUM,ATC4,C09B B ACE inhibitors and calcium channel blockers,6,1,1
TRANEXAMIC ACID,ATC3,B02A ANTIFIBRINOLYTICS,4,1,1
TRASTUZUMABUM,ATC4,L01F D HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors,3,1,1
TRASTUZUMABUM EMTANSINUM,ATC4,L01F D HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors,3,1,1
TRAVOPROSTUM,ATC4,S01E E Prostaglandin analogues,5,1,1
TRAZODONUM,ATC4,N06A X Other antidepressants,10,1,1
TRETINOINUM,ATC4,D10A D Retinoids for topical use in acne,4,1,1
TRIAMCINOLONUM,Excluded,multiple_ATC3,0,2,2
TRIBULUS TERRESTRIS*&,ATC4,G04B X Other urologicals,12,1,1
TRIDECANAMINI UNDECYLENAS*,ATC4,D01A E Other antifungals for topical use,9,1,1
TRIFLUOPERAZINUM,ATC4,N05A B Phenothiazines with piperazine structure,3,1,1
TRIFLUSALUM,ATC4,B01A C Platelet aggregation inhibitors excl. heparin,11,1,1
TRIHEXYPHENIDYLUM,Excluded,N04A ANTICHOLINERGIC AGENTS,2,1,1
TRIMEBUTINUM,ATC3,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,16,1,1
TRIMEPERIDINUM,ATC3,N02A OPIOIDS,11,1,1
TRIMETAZIDINUM,ATC4,C01E B Other cardiac preparations,16,1,1
TRIPTORELINUM,ATC4,L02A E Gonadotropin releasing hormone analogues,3,1,1
TROPICAMIDUM,ATC4,S01F A Anticholinergics,4,1,1
TROPISETRONUM,ATC4,A04A A Serotonin (5HT3) antagonists,3,1,1
TROSPII CHLORIDUM,ATC4,G04B D Drugs for urinary frequency and incontinence,5,1,1
TROXERUTINUM,ATC4,C05C A Bioflavonoids,10,1,1
TRYPSINUM*,Excluded,D03B ENZYMES,2,1,1
TUSSILAGO FARFARA*&,ATC4,R05C A Expectorants,40,1,1
TUSSILAGO FARFARA*&+PLANTAGO MAJOR/PSYLLUM/LANCEOLATA*&+GLYCYRRHIZA GLABRA/URALENSIS*&,ATC4,R05C A Expectorants,40,1,1
TYROTHRICINUM,ATC4,D06A X Other antibiotics for topical use,6,1,1
UDENAFILUM,ATC4,G04B E Drugs used in erectile dysfunction,6,1,1
ULINASTATINUM,ATC4,A16A X Various alimentary tract and metabolism products,19,1,1
ULIPRISTAL,Excluded,multiple_ATC3,0,2,2
ULOBETASOLUM,ATC4,"D07A C Corticosteroids, potent (group III)",7,1,1
UMIFENOVIRUM,ATC4,J05A X Other antivirals,11,1,1
UPADACITINIBUM,ATC4,L04A A Selective immunosuppressants,10,1,1
URAPIDILUM,Excluded,"C02C ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",2,1,1
UREA PURA*,ATC3,D02A EMOLLIENTS AND PROTECTIVES,11,1,1
UROFOLLITROPINUM,ATC4,G03G A Gonadotropins,9,1,1
UROKINASUM,ATC4,B01A D Enzymes,4,1,1
URSODESOXYCHOLIC ACID,ATC3,A05A BILE THERAPY,10,1,1
URTICA DIOICA*&,ATC4,B02B X Other systemic hemostatics,5,1,1
URTICA DIOICA*&+FRANGULA ALNUS*&+ACHILLEA MILLEFOLIUM*&,ATC3,A06A DRUG FOR CONSTIPATION,24,1,1
USTECINUMAB,ATC4,L04A C Interleukin inhibitors,4,1,1
VACCINIUM MYRTILLUS *&,Excluded,A10X OTHER DRUGS USED IN DIABETS,1,1,1
VALACYCLOVIRUM,ATC4,J05A B Nucleosides and nucleotides excl. reverse transcriptase inhibitors,6,1,1
VALERIANA OFFICINALIS*&,ATC4,N05C M Other hypnotics and sedatives,26,1,1
VALERIANA OFFICINALIS*&+CONVALLARIA MAJALIS/TRANSCAUCASICA UTKIN EX GROSSH./KEISKEI MIG.*&,ATC4,C01E X Other cardiac combination products,13,1,1
VALERIANA OFFICINALIS*&+MELISSA OFFICINALIS*&,ATC4,N05C M Other hypnotics and sedatives,26,1,1
VALERIANA OFFICINALIS*&+PASSIFLORA INCARNATA&*,ATC4,N05C M Other hypnotics and sedatives,26,1,1
VALERIANA*&+ATROPA BELLADONNA*&+CONVALLARIA MAJALIS/TRANSCAUCASICA UTKIN EX GROSSH./KEISKEI MIG.*&+MENTHOLUM*,ATC4,C01E X Other cardiac combination products,13,1,1
VALGANCICLOVIRUM,ATC4,J05A B Nucleosides and nucleotides excl. reverse transcriptase inhibitors,6,1,1
VALSARTANUM,ATC4,"C09C A Angiotensin II receptor blockers (ARBs), plain",7,1,1
VANCOMYCINUM,ATC3,J01X OTHER ANTIBACTERIALS,17,1,1
VARDENAFILUM,ATC4,G04B E Drugs used in erectile dysfunction,6,1,1
VARENICLINUM,ATC4,N07B A Drugs used in nicotine dependence,3,1,1
VASELINUM*,ATC3,D02A EMOLLIENTS AND PROTECTIVES,11,1,1
VEDOLIZUMABUM,ATC4,L04A A Selective immunosuppressants,10,1,1
VEMURAFENIBUM,ATC3,L01E PROTEIN KINASE INHIBITORS,26,1,1
VENETOCLAXUM,ATC4,L01X X Other antineoplastic agents,4,1,1
VENLAFAXINUM,ATC4,N06A X Other antidepressants,10,1,1
VERAPAMILUM,Excluded,C08D SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,2,1,1
VERATRUM LOBELIANA/ALBA*&,ATC4,"P03A X Other ectoparasiticides, incl. scabicides",3,1,1
VILANTEROLUM+UMECLIDINII BROMIDUM*,ATC4,R03A L Adrenergics in combinations with anticholinergics incl. triple combinations with corticosteroids,5,1,1
VILDAGLIPTINUM,ATC4,A10B H Dipeptidyl peptidase 4 (DPP-4) inhibitors,3,1,1
VINCAMINUM,ATC4,C04A X Other peripheral vasodilators,5,1,1
VINCRISTINUM,ATC3,L01C PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,8,1,1
VINILINUM*,ATC4,D03A X Other cicatrizants,20,1,1
VINORELBINUM,ATC3,L01C PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,8,1,1
VINPOCETINUM,ATC4,N06B X Other psychostimulants and nootropics,17,1,1
VIOLA TRICOLOR/ARVENSIS MURR.*&,ATC4,R05C A Expectorants,40,1,1
VIRIDE NITENS*,ATC4,D08A X Other antiseptics and disinfectants,16,1,1
VITAMIN C+ACIDUM FOLICUM+CALCII PANTOTHENAS+CYANOCOBALAMINUM+NICOTINAMIDUM+PYRIDOXINUM+RIBOFLAVINUM+THIAMINUM,Excluded,multiple_ATC3,0,2,2
VITAMIN C+ALOE ARBORESCENS MILL.+ARONIA MELANOCARPA,ATC4,A13A TONICS,5,1,1
VITAMIN C+AMBROXOLUM,ATC4,R05C B Mucolytics,11,1,1
VITAMIN C+CHLORHEXIDINUM,Excluded,multiple_ATC3,0,2,2
VITAMIN C+CHLORHEXIDINUM+TETRACAINUM,ATC4,R02A A Antiseptics,46,1,1
VITAMIN C+CHLORPHENAMINUM+COFFEINUM*+PARACETAMOLUM,ATC4,N02B E Anilides,32,1,1
VITAMIN C+CHLORPHENAMINUM+PARACETAMOLUM,ATC4,N02B E Anilides,32,1,1
VITAMIN C+COFFEINUM*+PARACETAMOLUM+PHENIRAMINUM+PHENYLEPHRINUM,ATC4,N02B E Anilides,32,1,1
VITAMIN C+COFFEINUM*+PARACETAMOLUM+PHENYLEPHRINUM+THERPINI HYDRAS,ATC4,N02B E Anilides,32,1,1
VITAMIN C+DEQUALINII CHLORIDUM,ATC4,R02A A Antiseptics,46,1,1
VITAMIN C+DEXTROSUM*,ATC3,"A11G ASCORBIC ACID (VIT. C), INCL. COMBINATIONS",4,1,1
VITAMIN C+FERRI SULFAS*,ATC4,B03A E Iron in other combinations,4,1,1
VITAMIN C+GINKGO BILOBA+PYRIDOXINUM+RIBOFLAVINUM+THIAMINUM+ZINCI OXYDUM*,ATC4,"A11A B Multivitamins, other combinations",3,1,1
VITAMIN C+METHIONINUM+VITAMIN PP+VITAMIN B6+RETINOLUM+VITAMIN B2+RUTOSIDUM+THIAMINUM+TOCOPHEROL*+VITAMIN B9+VITAMIN B12,ATC4,"A11A B Multivitamins, other combinations",3,1,1
VITAMIN C+NICOTINAMIDUM+PYRIDOXINUM+RETINOLUM+RIBOFLAVINUM+THIAMINUM,ATC4,"A11B A Multivitamins, plain",5,1,1
VITAMIN C+PARACETAMOLUM,ATC4,N02B E Anilides,32,1,1
VITAMIN C+PARACETAMOLUM+PHENIRAMINUM,ATC4,N02B E Anilides,32,1,1
VITAMIN C+PARACETAMOLUM+PHENIRAMINUM+PHENYLEPHRINUM,ATC4,N02B E Anilides,32,1,1
VITAMIN C+PARACETAMOLUM+PHENYLEPHRINUM,ATC4,N02B E Anilides,32,1,1
VITAMIN C+PROPOLIS*,ATC4,R02A A Antiseptics,46,1,1
VITAMIN C+RETINOLUM+RIBOFLAVINUM+THIAMINUM,ATC4,"A11B A Multivitamins, plain",5,1,1
VITAMIN C+RUTOSIDUM,ATC4,C05C A Bioflavonoids,10,1,1
VITAMIN C+SALVIA+SALVIA,ATC4,R02A A Antiseptics,46,1,1
VITAMIN C+VITAMIN B5+VITAMIN D3+VITAMIN PP+PYRIDOXINUM+RETINOLUM+VITAMIN B2+THIAMINUM+TOCOPHEROL*+VITAMIN B9+VITAMIN B12,ATC4,"A11B A Multivitamins, plain",5,1,1
VITAMIN C+VITAMIN B5+VITAMIN PP+PYRIDOXINUM+RETINOLUM+VITAMIN B2+RUTOSIDUM+THIAMINUM+TOCOPHEROL*+VITAMIN B9+VITAMIN B12,ATC4,"A11B A Multivitamins, plain",5,1,1
VOGLIBOSUM,ATC3,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",24,1,1
VORICONAZOLUM,ATC4,J02A C Triazole and tetrazole derivatives,4,1,1
VORTIOXETINE,ATC4,N06A X Other antidepressants,10,1,1
WARFARINUM,ATC4,B01A A Vitamin K antagonists,3,1,1
XANTINOL NICOTINAT,ATC3,C04A PERIPHERAL VASODILATORS,10,1,1
XEROFORMIUM*,ATC4,D08A X Other antiseptics and disinfectants,16,1,1
XEROGEL POLYMETHYLSILOXANE*,ATC4,A07B C Others intestinal adsorbents,4,1,1
XIPAMIDUM,ATC4,"C03B A Sulfonamides, plain",3,1,1
XYLOMETAZOLINUM,ATC4,"R01A A Sympathomimetics, plain",5,1,1
YOHIMBINUM*,ATC4,G04B E Drugs used in erectile dysfunction,6,1,1
ZALEPLONUM,ATC3,N05C HYPNOTICS AND SEDATIVES,37,1,1
ZANAMIVIRUM,ATC3,J05A DIRECT ACTING ANTIVIRALS,34,1,1
ZEA MAYS*&,ATC4,A05A X Other drugs for bile therapy,9,1,1
ZINCI HYALURONAS*,ATC3,D10A ANTI-ACNE PREPARATIONS FOR TOPICAL USE,11,1,1
ZINCI OXYDUM*,ATC3,D02A EMOLLIENTS AND PROTECTIVES,11,2,1
ZINCI SULFAS*,ATC3,A12C OTHER MINERAL SUPPLEMENTS,8,1,1
ZIPRASIDONUM,ATC3,N05A ANTIPSYCHOTICS,24,1,1
ZOFENOPRILUM,ATC4,"C09A A ACE inhibitors, plain",9,1,1
ZOLEDRONIC ACID,ATC4,M05B A Bisphosphonates,6,1,1
ZOLMITRIPTANUM,ATC4,N02C C Selective 5HT1-receptor agonists,4,1,1
ZONISAMIDUM,ATC4,N03A X Other antiepileptics,5,1,1
ZOPICLONUM,ATC3,N05C HYPNOTICS AND SEDATIVES,37,1,1
ZUCLOPENTHIXOL,ATC4,N05A F Thioxanthene derivatives,3,1,1
